Director_id,Director_Name,Show_ID,Show_type,Show_Name,release_year,Rating,duration,Genre_name,description,Genre_ID,Actor_name,Actor_id,Rating_id,Source,year_of_award,Awards_id,Award_name
7568,Glen Winter,381,TV Show,The Flash,2021,TV-14,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.,381,Leopold Melhuish,1110,381,Schumm Inc,2006,208,Best Actress
7576,Gabriele Muccino,592,Movie,Seven Pounds,2008,PG-13,123 min,"Dramas, Romantic Movies","Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance.",592,Thorsten Allman,537,592,Wilkinson-Beatty,1991,11,Critical recognition
7651,David Slade,450,Movie,The Twilight Saga: Eclipse,2010,PG-13,124 min,"Dramas, Romantic Movies","With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob.",450,Joeann Henrichsen,305,450,Hartmann-Stracke,2006,453,Best Actor
7695,,314,TV Show,Autumn's Concerto,2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.",314,Anatol Cuttings,742,314,Krajcik-Spinka,2005,1276,Best Actor
7703,Stephen Kijak,97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018,TV-MA,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",97,Jephthah Cavendish,763,97,Farrell-Runte,2004,833,Best Album
7766,,534,TV Show,Shtisel,2021,TV-14,3 Seasons,"International TV Shows, TV Dramas","A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.",534,Paulina Karpol,424,534,Streich Inc,2012,1068,Best Actress
7985,Rush Sturges,231,Movie,The River Runner,2021,TV-MA,86 min,"Documentaries, Sports Movies","In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.",231,Aile Kobpal,1154,231,"Brekke, Parker and Reinger",2004,945,Best Movie
8019,Floyd Russ,291,Movie,Untold: Malice at the Palace,2021,TV-MA,70 min,"Documentaries, Sports Movies","Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",291,Mikaela L'Episcopi,616,291,"Keebler, Hirthe and Lueilwitz",1998,1420,Best Actress
8051,,526,TV Show,My Little Pony: Friendship Is Magic,2018,TV-Y,8 Seasons,Kids' TV,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",526,Angy Bamborough,197,526,Price and Sons,1998,874,Best Album
8053,,541,TV Show,The Worst Witch,2020,TV-G,4 Seasons,"British TV Shows, Kids' TV","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",541,Vassily Rutgers,947,541,Swift Inc,1993,430,Best Actor
8056,Gerhard Mostert,149,TV Show,HQ Barbers,2020,TV-14,1 Season,TV Shows,"When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.",149,Alane Astell,1357,149,Walsh Group,2012,421,Best Movie
8068,,290,TV Show,The Crowned Clown,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Standing in for an unhinged Joseon king, a look-alike clown plays the part but increasingly becomes devoted to protecting the throne and the people.",290,Christoffer Bertrand,680,290,Bogisich-Hauck,2004,1499,Best Movie
8104,J. Lee Thompson,178,Movie,The Guns of Navarone,1961,TV-14,156 min,"Action & Adventure, Classic Movies","During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",178,Indira Ratledge,671,178,Goodwin Group,1994,562,Best Script
8178,,11,TV Show,"Vendetta: Truth, Lies and The Mafia",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",11,Leoine D'Ambrogio,1244,11,Schroeder-Kessler,1985,1207,Best Script
8266,Inma Torrente,277,TV Show,Valeria,2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by Elísabet Benavent.",277,Roobbie Zanicchelli,795,277,Little-Langworth,2001,859,Best Script
8274,Stephen Frears,607,Movie,The Queen,2006,PG-13,103 min,"Dramas, International Movies","After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol.",607,Catherine Jaquin,652,607,Bergnaum-Wintheiser,2004,315,Critical recognition
8307,,404,TV Show,The Movies That Made Us,2021,TV-MA,2 Seasons,Docuseries,"These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen.",404,Windham Urion,1606,404,"Abshire, Osinski and Lynch",1978,963,Critical recognition
8323,Han Kwang Il,241,Movie,The Witcher: Nightmare of the Wolf,2021,TV-MA,84 min,"Action & Adventure, Anime Features","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",241,Merla Mumford,1492,241,"Lemke, Effertz and Rau",2004,1398,Best Album
8341,Wolfgang Petersen,560,Movie,Air Force One,1997,R,125 min,Action & Adventure,"When terrorists hijack Air Force One with the president and his family on board, the commander-in-chief takes matters into his own well-trained hands.",560,Adiana Ollerton,1771,560,Beatty and Sons,1987,1330,Best Actor
8361,,505,TV Show,The War Next-door,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",505,Meara Cisland,628,505,Daugherty Group,2000,1068,Best Screenplay
8392,,377,TV Show,Transformers: War for Cybertron: Kingdom,2021,TV-Y7,1 Season,Anime Series,The frantic race to locate the Allspark first culminates on a strange planet as the future comes crashing through to the present day.,377,Adelaide Szwandt,453,377,"Beer, Mayer and Kulas",2007,1374,Best Actor
8439,,166,TV Show,Oldsters,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.,166,Leela Bellenie,853,166,"Leannon, Sawayn and Harber",1995,60,Best Script
8550,Lijo Jose Pellissery,106,Movie,Angamaly Diaries,2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",106,Esra Jacobsohn,1507,106,Wintheiser-Lemke,2010,1444,Best Actress
8570,B. T Thomas,630,Movie,A Way Back Home,2020,TV-14,82 min,"Dramas, International Movies","After receiving a terminal diagnosis, a man fakes an accident to spare his family’s grief and must deal with the fallout of his deception.",630,Dody Strowan,282,630,"Kautzer, Heaney and Gottlieb",2012,460,Best Song
8634,,383,TV Show,All American,2021,TV-14,3 Seasons,"TV Dramas, Teen TV Shows",Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.,383,Pail Snarr,176,383,Reynolds-Funk,1996,234,Best Album
8694,Bill Condon,448,Movie,The Twilight Saga: Breaking Dawn: Part 1,2011,PG-13,117 min,"Dramas, Romantic Movies","After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions.",448,Rose Lawrence,1876,448,"Friesen, Kerluke and Marquardt",2005,855,Best Movie
8697,,20,TV Show,Jaguar,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","In the 1960s, a Holocaust survivor joins a group of self-trained spies who seek justice against Nazis fleeing to Spain to hide after WWII.",20,Abbey Sharrock,1744,20,Schroeder-McGlynn,2006,526,Best Album
8792,Randal Kleiser,176,Movie,The Blue Lagoon,1980,R,105 min,"Dramas, Romantic Movies","Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",176,Adriaens Colliber,850,176,"Ernser, Bednar and Schultz",2012,427,Best Screenplay
8863,Toshiya Shinohara,54,Movie,InuYasha the Movie 4: Fire on the Mystic Island,2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies","Ai, a young half-demon who has escaped from Horai Island to try to help her people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",54,Donovan Geerdts,1548,54,Boyer and Sons,2008,723,Best Actor
8885,,628,TV Show,The Daily Life of the Immortal King,2020,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Having vanquished a powerful demon at age six, precocious wizard Wang Ling must now navigate high school life as an ordinary teen.",628,Claudine Sylett,1375,628,Roberts Group,2002,348,Best Screenplay
8984,Alessandra de Rossi,459,Movie,My Amanda,2021,TV-14,90 min,"Dramas, International Movies, Romantic Movies","Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",459,Josephine Rohan,1183,459,"Schoen, Greenholt and Ziemann",1999,1325,Best Movie
9045,Pawan Kripalani,211,Movie,Ragini MMS,2011,TV-MA,93 min,"Horror Movies, International Movies",A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.,211,Eleanora Wreiford,1882,211,Zieme LLC,2007,693,Best Screenplay
9083,Chow Hin Yeung Roy,571,Movie,Dynasty Warriors,2021,TV-14,118 min,"Action & Adventure, International Movies","Warlords, warriors and statesmen wage a battle for supremacy in this fantasy tale based on the hit video games and the ""Romance of the Three Kingdoms.""",571,Yelena Kerrey,632,571,"Armstrong, Stiedemann and Hickle",2004,1256,Best Actor
9126,Moses Inwang,269,Movie,Unroyal,2020,TV-MA,97 min,"Dramas, International Movies","When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways.",269,Chan Popworth,1083,269,"Weissnat, Schuster and McKenzie",1996,685,Critical recognition
9151,,380,TV Show,Tattoo Redo,2021,TV-MA,1 Season,Reality TV,"Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.",380,Salvidor Dyton,163,380,"Zemlak, Walker and Welch",2007,353,Best Song
9254,Thomas Sieben,87,Movie,Prey,2021,TV-MA,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,87,Max Coverley,314,87,Durgan Group,2009,1435,Critical recognition
9290,Alice Waddington,91,Movie,Paradise Hills,2019,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",91,Umberto Annatt,1603,91,Block-Satterfield,2004,41,Best Actress
9292,"Andrew Lau Wai-keung, Alan Mak",152,Movie,Initial D,2005,TV-14,109 min,"Action & Adventure, International Movies","By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",152,Joyous Buse,1076,152,"Simonis, Schaden and Blick",1995,1189,Best Screenplay
9334,Rajiv Chilaka,412,Movie,Chhota Bheem And The Crown of Valhalla,2013,TV-Y7,64 min,Children & Family Movies,"To save the kingdom of Valhalla from invasion by Vikings, Bheem is gathering his army of friends, who are ready to put up a formidable fight!",412,Rustin Butterly,1433,412,"Funk, Parker and MacGyver",2011,724,Best Actor
9354,,466,TV Show,Heist,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,466,Jarrod Lauks,1121,466,"Kunze, Tromp and Schumm",2008,819,Best Movie
9455,Jorge Blanco,348,Movie,Planet 51,2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",348,Ricardo Snipe,520,348,Harber Group,2006,294,Best Screenplay
9478,Jim Field Smith,593,Movie,She's Out of My League,2010,R,106 min,"Comedies, Romantic Movies","Kirk's a 5. His new girlfriend Molly's a 10. No one knows what she sees in him, including Kirk. Will his raging insecurities ruin this budding romance?",593,Davy Shade,1999,593,"Predovic, Cummings and Parisian",2012,249,Best Movie
9634,Paakhi Tyrewala,260,Movie,Pahuna,2018,TV-PG,82 min,"Comedies, Dramas, International Movies","Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",260,Chadwick Dodgshon,1112,260,Kemmer Group,1994,1434,Best Screenplay
9646,Neri Parenti,553,Movie,Holiday on Mars,2020,TV-MA,94 min,"Comedies, International Movies",A scoundrel's mission to escape his family and remarry on Mars is hilariously scrubbed when a mishap with a black hole turns his son into an old man.,553,Orbadiah Mantione,874,553,"King, Reynolds and Schinner",1999,734,Best Movie
9724,Masahiko Murata,57,Movie,Naruto Shippuden the Movie: Blood Prison,2011,TV-14,102 min,"Action & Adventure, Anime Features, International Movies","Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",57,Letty Rubinsaft,1554,57,Gislason-Spinka,2004,689,Best Album
